# BUSCO version is: 5.4.3 
# The lineage dataset is: fabales_odb10 (Creation date: 2020-08-05, number of genomes: 10, number of BUSCOs: 5366)
# Busco id	Status	Sequence	Score	Length
2991at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008640.1	1372.6	637
2994at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G050565.1	1423.0	731
2994at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G033264.1	1384.3	736
2996at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G038003.1	1219.0	680
2996at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_07G020144.1	1210.8	683
2997at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G050285.1	1504.5	718
2997at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G042357.3	1494.9	718
3001at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_20G056776.1	1337.9	656
3002at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G031714.1	1653.0	919
3002at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G033874.1	1617.3	912
3005at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G003704.1	1941.0	2108
3005at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_16G047146.1	1670.8	2104
3015at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058202.1	1529.0	777
3015at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030376.1	1516.4	779
3016at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_13G036937.1	1351.9	658
3017at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_15G044944.1	1167.7	585
3018at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_13G038500.2	1062.3	595
3019at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_18G050398.1	1395.9	687
3022at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G033241.1	1352.0	679
3022at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G050587.1	1186.4	679
3025at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_07G020551.1	1378.3	705
3027at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G027114.1	1474.8	813
3027at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G053030.2	1425.5	812
3030at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G023159.1	1457.8	701
3030at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G053359.1	1444.4	699
3035at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G038893.1	1387.3	722
3035at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G035795.2	1377.2	720
3039at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G029680.1	1437.6	679
3039at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058909.2	1436.3	679
3039at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G027440.1	1312.0	678
3039at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G057829.1	1296.8	679
3043at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G009234.1	1354.9	679
3043at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G014868.1	1345.8	679
3045at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_15G045072.1	1576.9	856
3045at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G022448.1	1569.5	855
3051at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_14G042301.1	1447.6	766
3064at72025	Missing
3065at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030093.1	1491.5	818
3065at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058510.1	1491.2	823
3074at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048466.1	1314.8	635
3074at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G037812.1	1292.4	635
3075at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030173.1	1240.6	634
3075at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058430.1	1234.2	636
3075at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G027389.1	1058.2	603
3087at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G029922.1	927.3	935
3089at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G050940.1	1246.8	581
3089at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G032749.1	1246.3	577
3091at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_05G014068.1	1365.6	602
3096at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_01G000733.2	904.6	490
3104at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_04G009739.2	1293.9	598
3107at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055204.1	1216.1	609
3109at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048689.1	1149.5	621
3119at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_01G000075.1	1454.5	721
3126at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G039949.2	1545.7	735
3126at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G006002.2	1541.5	728
3128at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058266.1	1304.4	665
3128at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030307.1	1304.0	694
3136at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G035330.4	1322.7	609
3136at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G022570.1	1270.5	608
3142at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G029906.1	1277.6	657
3142at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058682.1	1270.9	658
3143at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_20G057988.1	1335.7	624
3150at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_08G022365.1	1463.7	708
3153at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011282.1	1388.2	768
3153at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G016337.1	1341.4	766
3157at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048407.1	1219.6	611
3157at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G037768.1	1218.2	624
3169at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G027408.1	1328.4	836
3185at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G009920.1	1269.2	640
3185at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G015539.1	1222.7	641
3190at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G021175.2	1169.2	606
3190at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G014445.2	1156.2	608
3211at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055765.1	1321.7	698
3215at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048628.1	980.5	479
3215at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G012400.1	979.8	481
3220at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G033542.2	1171.1	615
3220at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G026892.1	1125.5	583
3223at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_13G036928.1	1281.7	718
3235at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G027998.1	1352.9	947
3236at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_06G015004.1	1297.3	596
3245at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_17G049542.1	1077.0	592
3247at72025	Missing
3249at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055773.1	1357.2	676
3252at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_15G042995.1	1311.3	683
3258at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G049001.1	1363.8	644
3258at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G013201.1	1348.5	642
3277at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055696.1	1295.6	672
3277at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008197.2	1267.3	671
3278at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_06G016713.1	1323.4	701
3285at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G032400.1	1383.2	738
3285at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G033846.1	1194.3	737
3285at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G031684.1	1181.1	737
3286at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_07G019797.1	1495.0	956
3297at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030495.1	1302.4	678
3299at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_01G000212.1	1389.5	715
3299at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G026610.1	1350.7	716
3300at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_06G017881.3	1457.5	797
3302at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011669.1	1276.8	679
3302at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G015944.1	1266.0	679
3303at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055102.2	1416.7	688
3303at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_16G045726.1	1402.9	688
3305at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_11G030814.1	1195.7	756
3312at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_03G006432.1	1373.9	678
3322at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G013928.2	1337.1	694
3322at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G021979.1	1332.9	670
3328at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G036162.1	1290.5	625
3328at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G057468.1	1287.3	625
3339at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_16G045803.1	1267.5	584
3339at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G054954.1	1265.6	586
3344at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G014814.3	1537.8	789
3344at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G009185.1	1523.9	789
3358at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008675.1	1078.2	633
3367at72025	Fragmented	glyma.Hwangkeum.gnm1.ann1.GmHk_08G021154.1	1275.8	582
3376at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_13G039466.1	1244.7	600
3379at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G040516.1	1401.6	726
3379at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G050039.1	1369.7	726
3386at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_07G018664.1	1542.5	854
3386at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G006315.1	1470.8	854
3391at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011944.2	1286.9	641
3397at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_01G000921.1	1387.1	768
3397at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G032800.1	1362.5	768
3399at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_07G018556.1	1351.0	797
3399at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_16G045562.1	1324.2	798
3407at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G037988.1	1305.8	634
3407at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_07G020161.1	1301.1	644
3408at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G029314.1	1243.5	674
3421at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G005832.1	1442.4	784
3421at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G040127.2	1418.2	796
3435at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011332.1	1195.3	608
3435at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G016288.1	1192.1	606
3437at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G006248.1	1429.7	697
3437at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_16G047461.1	1413.2	693
3447at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058929.1	1303.1	699
3454at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008180.1	1494.0	695
3454at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055676.1	1467.8	719
3461at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_01G000084.1	1359.6	791
3464at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_05G013758.1	1213.7	606
3468at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G034128.1	1398.1	719
3468at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G031929.2	1389.8	719
3472at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G003852.1	1289.5	687
3472at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G053470.1	1258.2	702
3473at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_01G001629.1	1261.9	629
3475at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030263.2	1475.8	844
3479at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_04G010291.1	1363.6	665
3484at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_08G021977.1	1053.5	615
3490at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G009612.1	1212.0	581
3490at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G015238.1	1208.9	575
3492at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G029638.2	1254.8	636
3493at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G039765.1	1435.1	662
3493at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G006175.1	1433.8	660
3499at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_20G059221.1	1397.4	705
3501at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G007825.1	1359.1	619
3501at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055332.1	1350.2	619
3504at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_14G040131.1	1341.1	673
3513at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G040123.1	1318.3	596
3513at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G005836.1	1271.8	596
3516at72025	Fragmented	glyma.Hwangkeum.gnm1.ann1.GmHk_02G003508.1	708.6	426
3528at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G042042.1	1196.2	1019
3528at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G005388.1	1156.5	882
3532at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055665.1	1200.4	546
3534at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G017699.1	1229.9	598
3534at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G034647.1	1209.7	599
3541at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G053609.1	1373.8	652
3541at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G011968.1	1353.3	648
3542at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030357.1	1295.5	611
3558at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058492.1	1353.2	653
3558at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030111.1	1342.9	655
3576at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_01G000780.1	1463.3	700
3576at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G004150.1	1455.0	701
3591at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_14G042390.1	1313.3	708
3592at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G009414.1	1098.1	733
3592at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G015053.1	1033.1	710
3594at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G012373.1	1353.6	633
3594at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048604.1	1351.2	633
3594at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011344.2	1315.2	633
3595at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_13G038460.1	1344.6	629
3597at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_13G037817.1	1425.7	686
3600at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_19G056304.1	1311.2	603
3617at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G005609.1	1169.8	602
3617at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G042288.1	1152.0	586
3626at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_06G014914.1	1385.8	862
3633at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G026334.1	1356.7	635
3633at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_16G047429.1	1341.3	635
3633at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G021457.1	1183.3	629
3633at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G014717.1	1177.9	629
3635at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G024548.1	1408.8	627
3635at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_15G043565.1	1399.6	627
3640at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G010188.1	1299.0	631
3640at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G017978.1	1288.3	661
3641at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_05G012519.1	1215.3	603
3649at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G041405.1	1314.2	728
3649at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G036421.1	1286.3	795
3652at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G006088.1	1284.8	716
3652at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G039854.1	1241.4	694
3655at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G012106.1	1512.3	836
3655at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048580.1	1470.7	863
3658at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_15G042429.1	1121.9	575
3658at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G039661.1	1120.2	574
3659at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_07G018363.1	1313.5	738
3664at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G056256.1	1289.6	779
3664at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008765.1	1265.7	778
3666at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G024549.2	1188.8	570
3666at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_15G043566.1	1171.3	563
3672at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_15G044584.1	1245.7	615
3686at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_12G033680.1	1320.4	598
3686at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G031487.1	1314.5	598
3688at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_15G042581.1	1332.0	728
3688at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G039514.1	1324.2	699
3693at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_17G047967.1	1287.3	680
3701at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G022189.1	1128.0	515
3701at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G014121.1	1127.2	514
3705at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008366.1	1441.9	734
3717at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G015865.1	1227.5	669
3717at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011761.1	1215.8	670
3718at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G026475.1	1347.8	641
3718at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_07G018833.1	1341.6	641
3724at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008919.2	1254.7	739
3724at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G056402.1	1245.2	739
3730at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G003389.1	1432.6	694
3730at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_16G046747.1	1432.1	695
3734at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048127.1	1260.3	720
3734at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G005231.1	1245.7	715
3739at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048458.2	1419.8	702
3741at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_20G057897.1	1224.1	642
3747at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G029066.1	1397.3	705
3747at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G057747.3	1319.6	667
3750at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008898.4	1237.4	629
3750at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G056380.1	1228.2	629
3756at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G012705.1	1201.4	615
3756at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G054571.1	1200.6	615
3764at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_20G058532.2	1190.1	629
3764at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_10G030070.1	1165.1	655
3765at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G042329.1	1358.5	672
3765at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G050252.1	1335.0	672
3773at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G048766.1	1142.4	637
3773at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_05G012551.1	1142.3	634
3781at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G006882.2	1212.7	628
3781at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_01G001341.1	1196.9	611
3784at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055281.2	1186.1	636
3788at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_11G031468.1	1276.9	557
3796at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_20G059326.1	1202.3	615
3798at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G038548.1	1479.1	822
3798at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_15G043035.1	1454.4	826
3804at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_11G033288.1	1300.2	599
3804at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G050541.1	1296.0	596
3811at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_09G026738.1	1426.4	791
3814at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_02G005561.2	1223.0	581
3814at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_14G041632.1	1184.4	570
3816at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_02G004096.2	1235.5	589
3842at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_17G047830.2	1082.3	563
3842at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_13G037360.1	1073.3	545
3848at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_07G020824.1	1355.2	715
3855at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_09G027106.1	1278.2	585
3871at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_01G002359.1	1239.2	621
3872at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_11G031461.1	1248.0	600
3873at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_07G018699.1	1386.9	667
3873at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G006362.1	1271.8	667
3876at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_01G000197.1	754.9	586
3876at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_09G026625.1	749.0	586
3876at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_18G051891.1	740.9	581
3876at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_08G023504.1	734.3	588
3884at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_13G039402.2	1249.9	602
3886at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_02G004576.1	1190.6	579
3887at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_03G008001.4	1221.0	598
3887at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_19G055508.3	1180.1	600
3888at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_10G027818.1	1328.6	638
3889at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G016255.3	1305.9	670
3889at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011373.2	1266.7	670
3895at72025	Complete	glyma.Hwangkeum.gnm1.ann1.GmHk_08G021817.1	1427.2	727
3897at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_06G016528.1	1298.7	817
3897at72025	Duplicated	glyma.Hwangkeum.gnm1.ann1.GmHk_04G011028.2	1186.9	821
