# BUSCO version is: 5.4.3 
# The lineage dataset is: fabales_odb10 (Creation date: 2020-08-05, number of genomes: 10, number of BUSCOs: 5366)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
3960at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	37712359	37726692	-	1229.8	694
3960at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	10958068	10979124	-	1098.3	691
3961at72025	Complete	glyma.Hwangkeum.gnm1.Chr01	228290	231967	-	1270.0	710
3963at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	763550	767024	+	1340.8	610
3963at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	15686804	15690284	+	1337.3	601
3967at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	44706397	44713617	-	1426.8	784
3967at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	11060208	11066368	+	1505.6	784
3980at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	20696887	20705934	-	1321.3	758
3980at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	42217941	42226748	-	1208.8	725
3983at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	14497056	14498972	-	1149.9	587
3983at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	33160007	33161923	+	1132.2	587
3993at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	6375937	6378246	+	1256.4	608
3993at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	22058968	22061388	-	1252.3	629
4001at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	36563787	36565823	-	1198.8	604
4001at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	33174211	33176502	-	1253.2	636
4003at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	19743649	19754153	+	1298.1	663
4003at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	538063	546315	+	1304.1	664
4009at72025	Complete	glyma.Hwangkeum.gnm1.Chr12	713918	718310	+	1207.6	583
4015at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	42266794	42269507	+	1071.3	503
4015at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	37763	40477	-	1069.5	519
4021at72025	Complete	glyma.Hwangkeum.gnm1.Chr08	6970670	6975832	+	932.4	488
4024at72025	Complete	glyma.Hwangkeum.gnm1.Chr18	720952	730983	+	1283.3	629
4028at72025	Complete	glyma.Hwangkeum.gnm1.Chr10	23962212	23965157	+	1268.7	645
4033at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	15103348	15109503	+	1111.8	562
4033at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	3682434	3688429	-	1011.4	560
4034at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	46970578	46975352	+	1200.8	537
4034at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	40882563	40887419	+	1211.5	537
4038at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	8438358	8466791	+	1254.4	671
4038at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	11537974	11550254	+	1241.2	658
4040at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	35822691	35825638	+	1396.2	837
4040at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	17005784	17008761	+	1335.8	837
4042at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	34978883	34982376	-	1334.1	578
4042at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	10542095	10545639	-	1303.6	578
4044at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	20676767	20681634	-	1271.6	599
4044at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	52471069	52475914	-	1280.5	599
4045at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	41582241	41586696	+	1333.5	692
4045at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	44236610	44240281	+	1354.7	685
4053at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	38988630	38994396	+	1611.1	812
4053at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	10763434	10774353	-	1616.9	812
4058at72025	Complete	glyma.Hwangkeum.gnm1.Chr09	40746661	40756399	+	1164.8	578
4060at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	33012580	33020572	-	1270.0	655
4060at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	8570710	8581484	-	1090.2	594
4068at72025	Complete	glyma.Hwangkeum.gnm1.Chr03	41292702	41296311	-	1279.4	580
4072at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	715111	717517	-	1207.0	584
4072at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	785804	788195	-	1223.8	586
4081at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	17959470	17963757	+	1288.6	726
4081at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	8985725	8993422	+	1314.8	711
4085at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	3538738	3544200	-	1042.8	655
4085at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	24427129	24431314	-	951.7	609
4092at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	32951526	32961996	+	1296.0	670
4092at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	4975390	4984756	-	1197.4	671
4095at72025	Complete	glyma.Hwangkeum.gnm1.Chr05	137987	140850	+	1211.5	553
4098at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	46303421	46309408	+	1267.0	725
4098at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	37345465	37351106	-	1320.4	715
4106at72025	Complete	glyma.Hwangkeum.gnm1.Chr19	39778103	39785115	-	1158.5	703
4119at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	1975888	1980966	-	1331.5	823
4119at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	39557634	39562358	+	1299.7	762
4121at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	28393004	28395139	+	1276.9	608
4121at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	12886950	12889091	-	1267.0	607
4128at72025	Complete	glyma.Hwangkeum.gnm1.Chr13	29644244	29647790	-	1312.6	642
4146at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	86150	92717	+	1126.9	532
4146at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	18400465	18406831	-	1133.2	532
4149at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	19836621	19846362	+	964.2	493
4149at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	27060533	27069374	-	940.7	496
4160at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	10496281	10498506	-	1098.9	609
4160at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	4566162	4568399	-	1115.4	602
4161at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	3493067	3497927	+	990.0	652
4161at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	24359450	24364763	+	1036.1	654
4167at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	34770496	34776717	-	1136.6	586
4167at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	37480960	37487358	-	1195.0	586
4168at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	1472272	1480559	-	1189.6	575
4168at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	6467887	6475430	-	1183.0	575
4177at72025	Complete	glyma.Hwangkeum.gnm1.Chr05	3730388	3734555	-	1223.2	572
4181at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	38216636	38219727	+	1110.2	531
4181at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	2108412	2111687	+	1110.4	535
4188at72025	Complete	glyma.Hwangkeum.gnm1.Chr09	43650157	43654478	+	1101.2	725
4192at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	20277361	20279367	-	1318.4	620
4192at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	29387390	29389393	-	1325.2	620
4196at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	3265762	3269377	-	1198.8	602
4196at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	681164	684981	-	1220.3	603
4203at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	29963905	29965743	-	1164.4	545
4203at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	5955365	5957200	-	1156.6	545
4216at72025	Complete	glyma.Hwangkeum.gnm1.Chr08	973296	977156	-	1275.5	646
4222at72025	Complete	glyma.Hwangkeum.gnm1.Chr12	1043319	1054972	-	1211.7	634
4227at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	3393006	3402404	+	1269.0	669
4227at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	818966	828908	+	1245.3	682
4228at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	3583725	3590869	+	1440.0	733
4228at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	3450247	3457408	+	1393.0	728
4230at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	40768867	40773390	-	1191.2	795
4230at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	43372534	43377120	-	1223.5	824
4237at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	45374734	45376809	+	1172.2	588
4237at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	10368217	10370292	-	1161.5	588
4239at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	9126210	9131058	-	1232.0	651
4239at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	36555870	36560066	+	1243.1	678
4246at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	26092083	26100871	-	1095.3	551
4246at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	9138228	9161601	+	1123.2	565
4246at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	10920253	10939380	-	1064.7	561
4250at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	591627	598267	-	991.7	527
4250at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	690362	696959	-	1155.8	575
4259at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	1461728	1466731	-	1138.8	647
4259at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	9901452	9908242	-	1159.7	650
4265at72025	Complete	glyma.Hwangkeum.gnm1.Chr06	45542961	45545156	-	1273.4	660
4275at72025	Complete	glyma.Hwangkeum.gnm1.Chr20	1795452	1799052	-	1157.7	537
4279at72025	Complete	glyma.Hwangkeum.gnm1.Chr05	700688	704860	+	1180.8	545
4283at72025	Complete	glyma.Hwangkeum.gnm1.Chr07	27644505	27646616	-	1055.2	549
4301at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	44194649	44199563	+	1201.6	586
4301at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	49552621	49557429	-	1193.1	612
4306at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	45092906	45095056	-	1152.6	608
4306at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	14323689	14325821	+	1182.6	592
4307at72025	Complete	glyma.Hwangkeum.gnm1.Chr13	14455677	14467024	+	1149.5	581
4310at72025	Complete	glyma.Hwangkeum.gnm1.Chr02	40811284	40827560	-	1239.2	672
4322at72025	Complete	glyma.Hwangkeum.gnm1.Chr06	17637970	17662609	+	1147.9	630
4323at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	43568571	43570721	+	1292.7	643
4323at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	50434092	50436242	-	1295.3	643
4326at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	32578341	32583506	+	1185.6	548
4326at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	41969614	41974823	-	1099.6	548
4329at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	34104037	34110109	+	1181.9	593
4329at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	3587055	3593103	-	1202.9	596
4336at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	5262120	5266520	-	1310.2	688
4336at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	14196012	14199917	-	1300.2	691
4339at72025	Complete	glyma.Hwangkeum.gnm1.Chr17	12336138	12338189	+	1205.6	607
4341at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	33950710	33955231	-	1156.7	609
4341at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	47124835	47129558	+	1138.6	609
4349at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	43288361	43292551	-	1209.9	616
4349at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	50735780	50739673	+	1227.6	616
4357at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	44180946	44182775	+	1329.5	575
4357at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	46915998	46917827	+	1328.3	575
4358at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	39778562	39781428	-	1198.0	539
4358at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	3695605	3698537	-	1174.7	538
4363at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	825626	828993	+	1099.0	583
4363at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	594060	597405	-	954.2	538
4363at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	9268168	9271569	+	1103.0	573
4366at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	32374503	32376626	-	1226.9	606
4366at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	35382548	35384665	-	1208.4	609
4370at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	46028900	46036348	-	1124.3	544
4370at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	9636555	9643870	+	1100.3	531
4372at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	36120038	36127022	+	1368.0	604
4372at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	116382	121401	+	1353.0	605
4377at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	6229077	6242644	+	1097.6	525
4377at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	38836198	38847850	-	1203.3	564
4378at72025	Complete	glyma.Hwangkeum.gnm1.Chr09	7179222	7192666	-	1110.1	611
4382at72025	Complete	glyma.Hwangkeum.gnm1.Chr02	10260026	10262997	-	1108.3	559
4386at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	8456380	8460067	+	1208.6	635
4386at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	38162512	38164899	-	1303.8	681
4400at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	6661450	6668361	+	1221.1	628
4400at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	38494059	38500679	+	1152.8	628
4402at72025	Complete	glyma.Hwangkeum.gnm1.Chr04	5089736	5091997	+	1273.6	665
4410at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	45337670	45346029	+	1196.4	543
4410at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	38487562	38497866	-	1111.0	544
4434at72025	Complete	glyma.Hwangkeum.gnm1.Chr06	8971931	8974243	-	1245.4	670
4435at72025	Complete	glyma.Hwangkeum.gnm1.Chr16	3664512	3668135	+	982.6	566
4442at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	4348659	4350650	+	1028.8	542
4442at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	10510738	10512744	+	1007.6	564
4443at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	33844720	33848344	-	1150.4	559
4443at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	7345920	7349117	+	1160.2	559
4448at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	5710563	5712668	+	1044.8	578
4448at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	24457262	24459328	-	1083.8	579
4461at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	6221626	6225393	+	1366.6	761
4461at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	38859892	38863636	-	1335.0	751
4465at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	13802930	13806697	+	1181.4	544
4465at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	42790273	42794200	+	1152.3	544
4466at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	1456965	1465339	-	983.8	539
4466at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	6495612	6504528	+	957.6	539
4469at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	1197815	1203584	-	996.1	555
4469at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	1160870	1166506	-	1010.9	556
4473at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	44767335	44769851	+	1058.2	556
4473at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	47616432	47619146	+	1056.0	556
4481at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	41556574	41558880	-	1247.0	632
4481at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	773082	775409	+	1260.2	631
4489at72025	Complete	glyma.Hwangkeum.gnm1.Chr04	5325215	5330406	+	991.3	537
4491at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	45261451	45266297	-	1086.0	566
4491at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	10505065	10509910	+	1112.8	568
4500at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	1512466	1515651	-	1301.9	575
4500at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	1465671	1468851	-	1143.9	521
4518at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	2563190	2569468	+	1516.1	1027
4518at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	11017830	11024743	+	1498.4	1028
4519at72025	Complete	glyma.Hwangkeum.gnm1.Chr19	41989776	41994916	-	1220.3	552
4522at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	7294823	7301931	-	1169.9	633
4522at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	1611222	1619060	-	1202.1	634
4527at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	22847780	22854618	+	1387.0	719
4527at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	24182549	24189719	+	1377.8	725
4540at72025	Complete	glyma.Hwangkeum.gnm1.Chr16	2610504	2613681	-	1158.9	555
4549at72025	Complete	glyma.Hwangkeum.gnm1.Chr04	585308	590393	-	1104.3	570
4555at72025	Complete	glyma.Hwangkeum.gnm1.Chr15	4152966	4158586	-	910.9	652
4566at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	14668366	14676277	+	1125.2	582
4566at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	4039656	4047878	-	1089.8	567
4568at72025	Complete	glyma.Hwangkeum.gnm1.Chr07	6868313	6873899	+	1128.1	541
4570at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	4629410	4637022	+	1144.0	622
4570at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	32315103	32322535	-	1078.4	622
4572at72025	Complete	glyma.Hwangkeum.gnm1.Chr12	36090461	36099981	+	1181.4	589
4599at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	28671637	28678888	+	1051.4	564
4599at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	8453927	8461524	-	1137.6	575
4605at72025	Complete	glyma.Hwangkeum.gnm1.Chr20	2914218	2917841	-	1105.7	548
4606at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	40002302	40007000	+	1120.7	615
4606at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	8438589	8444619	-	1168.0	632
4623at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	1974820	1979289	+	1301.5	746
4623at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	10501783	10506185	+	1286.3	745
4628at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	32291162	32294366	+	1178.8	572
4628at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	42182316	42185521	-	1167.1	572
4639at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	40286452	40289210	-	1147.1	554
4639at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	4267760	4270548	-	1143.8	549
4641at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	40949135	40964205	+	982.3	534
4641at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	14764079	14774261	-	927.5	534
4644at72025	Complete	glyma.Hwangkeum.gnm1.Chr08	10126212	10130016	-	1248.6	640
4650at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	9685762	9690615	-	1209.7	584
4650at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	36292086	36297902	-	1190.7	584
4651at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	37693608	37699095	-	1110.4	546
4651at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	32266626	32272073	-	1111.1	546
4657at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	37759015	37763384	+	1274.7	669
4657at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	29989463	29993820	+	1255.9	657
4657at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	14514283	14519010	-	1290.4	699
4670at72025	Complete	glyma.Hwangkeum.gnm1.Chr04	17703288	17741153	-	1025.2	529
4673at72025	Complete	glyma.Hwangkeum.gnm1.Chr20	46630547	46633416	-	993.1	497
4685at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	39927544	39935782	+	1406.3	994
4685at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	43656463	43664220	-	1327.6	911
4690at72025	Complete	glyma.Hwangkeum.gnm1.Chr06	28095942	28097868	+	1126.8	565
4693at72025	Complete	glyma.Hwangkeum.gnm1.Chr20	46036902	46040317	-	1220.2	746
4699at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	43319889	43323450	-	1280.1	735
4699at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	12415539	12419020	+	1160.7	735
4703at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	45662656	45673755	+	1098.9	588
4703at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	12880772	12890423	-	1149.0	586
4705at72025	Complete	glyma.Hwangkeum.gnm1.Chr10	39716585	39724635	+	1045.7	490
4711at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	39082921	39092010	+	1149.9	613
4711at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	44474888	44483827	-	1195.1	610
4720at72025	Complete	glyma.Hwangkeum.gnm1.Chr13	24688898	24690373	+	762.0	473
4725at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	209076	215766	+	1026.0	580
4725at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	18211443	18218014	-	947.3	567
4743at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	11216964	11237631	-	1168.4	653
4743at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	5552751	5565703	+	1223.2	671
4754at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	43629406	43634696	+	1009.9	492
4754at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	50353165	50359147	-	1014.7	506
4761at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	41771079	41773133	-	1223.5	599
4761at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	591217	593283	+	1207.7	599
4763at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	8492276	8497453	+	1097.0	594
4763at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	7730408	7735113	+	1103.0	594
4765at72025	Complete	glyma.Hwangkeum.gnm1.Chr17	8046636	8049218	+	1318.0	711
4768at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	37466935	37473628	-	1043.0	506
4768at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	2052646	2061435	+	1033.7	506
4769at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	10632617	10636796	+	1171.2	567
4769at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	4692485	4696709	+	1170.5	567
4775at72025	Complete	glyma.Hwangkeum.gnm1.Chr08	41399336	41407368	-	1235.1	575
4780at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	39605670	39611912	-	852.5	406
4780at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	3517367	3523666	-	848.4	406
4801at72025	Complete	glyma.Hwangkeum.gnm1.Chr11	37120047	37125031	+	1275.9	802
4807at72025	Complete	glyma.Hwangkeum.gnm1.Chr06	44025145	44068216	-	1352.6	728
4820at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	34023756	34026645	-	1116.8	592
4820at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	9585741	9588650	-	1099.3	588
4827at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	37312736	37316059	+	1267.7	596
4827at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	1191925	1195235	+	1261.0	629
4829at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	32230217	32233046	+	889.0	548
4829at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	7845965	7848855	+	880.4	547
4829at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	37331924	37334674	+	889.8	533
4829at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	682270	685035	-	877.5	533
4845at72025	Complete	glyma.Hwangkeum.gnm1.Chr11	18325070	18336655	+	1193.3	619
4846at72025	Complete	glyma.Hwangkeum.gnm1.Chr01	1833752	1842799	-	1091.7	576
4847at72025	Complete	glyma.Hwangkeum.gnm1.Chr06	282997	294078	-	674.9	349
4852at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	49154155	49160134	-	1122.7	510
4852at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	33438920	33445713	+	1094.7	509
4854at72025	Complete	glyma.Hwangkeum.gnm1.Chr18	55276631	55280189	+	1165.1	543
4863at72025	Complete	glyma.Hwangkeum.gnm1.Chr09	41799065	41803602	-	1053.6	575
4865at72025	Complete	glyma.Hwangkeum.gnm1.Chr13	26813649	26815532	+	1104.9	540
4871at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	53627234	53636648	+	1275.9	611
4871at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	1114739	1124761	-	1262.6	611
4876at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	36536041	36539462	+	1136.7	552
4876at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	32965733	32969219	+	1150.8	537
4890at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	46820907	46825022	+	1164.7	562
4890at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	36486643	36490936	-	1155.0	562
4892at72025	Complete	glyma.Hwangkeum.gnm1.Chr15	2382181	2391493	-	1101.2	507
4902at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	39812579	39818809	+	1042.6	587
4902at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	2432751	2438608	-	1061.2	550
4903at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	43742770	43747932	+	963.4	578
4903at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	2964093	2968061	-	944.3	578
4905at72025	Complete	glyma.Hwangkeum.gnm1.Chr06	4358893	4364453	+	1103.2	595
4913at72025	Complete	glyma.Hwangkeum.gnm1.Chr18	55104343	55110566	-	1045.7	515
4914at72025	Complete	glyma.Hwangkeum.gnm1.Chr07	40685980	40687875	+	937.0	585
4916at72025	Complete	glyma.Hwangkeum.gnm1.Chr10	40256345	40259819	-	974.9	549
